,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2,commit_id
0,-2.9635209718889723,0.49532762349253057,14,1.2156919459438547,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
1,-2.977056277921025,0.4852696833639004,12,1.1776477845470479,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
2,-2.9736372501444177,0.493382463425549,14,1.2128428696112892,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
3,-2.9723628192423486,0.4861764708270908,12,1.1798258262000996,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
4,-2.977954306523704,0.5038185044453211,16,1.2409267228359215,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
5,-2.9737229174395505,0.485973789004304,14,1.2241556214482214,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
6,-2.9900243090873952,0.47413195728773244,12,1.1829578015066022,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
7,-2.9720265204008345,0.4915935677171461,14,1.2125643965190351,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
8,-2.980026513879377,0.4618302127478801,10,1.1569055891633966,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
9,-2.9788371080920477,0.4916899255465881,14,1.2081656884958265,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
10,-2.994355092635029,0.4732995671616514,12,1.184206413937642,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
11,-2.994069451096885,0.47266684813398807,12,1.1872134811242818,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
12,-2.981121596279869,0.47306192828958427,12,1.1888753760116342,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
13,-2.9792274131018526,0.48870718920831824,14,1.2197504183807577,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
14,-2.9816098904192145,0.49197277726868655,14,1.2069542259546169,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
15,-2.9737477868772064,0.47940993412695504,12,1.1835996086316598,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
16,-2.967545136741115,0.5027990713032435,14,1.2035312887718066,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
17,-2.9692794178231314,0.4823690407142867,12,1.1862761452463988,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
18,-2.981255499343916,0.483371790935066,12,1.178217501878537,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
19,-2.9723266850238006,0.49556266318577963,14,1.2121206374917328,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
