,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2,commit_id
0,-2.669881511717952,0.6205241291599182,16,1.26367049776318,35f6510f437cfaaa9c3d4ec3cde1759690f30746
1,-2.6815457418706328,0.6140441700589763,16,1.2634618408019245,35f6510f437cfaaa9c3d4ec3cde1759690f30746
2,-2.6711328392141755,0.6111798042956421,16,1.2705180877519966,35f6510f437cfaaa9c3d4ec3cde1759690f30746
3,-2.6703237112262634,0.6213062955608661,18,1.293683565430383,35f6510f437cfaaa9c3d4ec3cde1759690f30746
4,-2.6926433121274016,0.6000395241263325,14,1.2403475863811344,35f6510f437cfaaa9c3d4ec3cde1759690f30746
5,-2.676133860987293,0.6187988343396243,16,1.261836567972917,35f6510f437cfaaa9c3d4ec3cde1759690f30746
6,-2.678567948920503,0.6143621840411028,16,1.2685687549309361,35f6510f437cfaaa9c3d4ec3cde1759690f30746
7,-2.6808114699893655,0.6110697964232026,16,1.2715120698051519,35f6510f437cfaaa9c3d4ec3cde1759690f30746
8,-2.6788873466386103,0.6114892794314404,16,1.267202638218193,35f6510f437cfaaa9c3d4ec3cde1759690f30746
9,-2.667631799546403,0.614809314474933,16,1.2706357988306276,35f6510f437cfaaa9c3d4ec3cde1759690f30746
10,-2.682540901465833,0.6123877906712761,16,1.2659613723593697,35f6510f437cfaaa9c3d4ec3cde1759690f30746
11,-2.668084872818424,0.6157890215264039,16,1.2667432741489233,35f6510f437cfaaa9c3d4ec3cde1759690f30746
12,-2.6833973600738665,0.5990516590454662,14,1.2511044706327237,35f6510f437cfaaa9c3d4ec3cde1759690f30746
13,-2.6926264472633155,0.5970878484287863,14,1.2469238220880419,35f6510f437cfaaa9c3d4ec3cde1759690f30746
14,-2.6869730875909905,0.6011374994592059,14,1.2410837431568318,35f6510f437cfaaa9c3d4ec3cde1759690f30746
15,-2.681799820446131,0.615917117737589,16,1.2628425755350166,35f6510f437cfaaa9c3d4ec3cde1759690f30746
16,-2.685004443044785,0.6021167642510404,14,1.2411550209620272,35f6510f437cfaaa9c3d4ec3cde1759690f30746
17,-2.685689255267708,0.5990143983752134,14,1.2434647723167005,35f6510f437cfaaa9c3d4ec3cde1759690f30746
18,-2.6886398950757817,0.5972803119510519,14,1.2480075162338613,35f6510f437cfaaa9c3d4ec3cde1759690f30746
19,-2.675956944536338,0.6048305579905583,14,1.2412865434752043,35f6510f437cfaaa9c3d4ec3cde1759690f30746
