,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2,commit_id
0,-2.7988898208826525,0.47566068311783843,10,1.231072768424821,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
1,-2.841458550063334,0.44176764491331666,8,1.1810148681829507,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
2,-2.787957644908205,0.5106420855474155,12,1.2537418161205296,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
3,-2.803020261773494,0.49013724216711974,10,1.214135912946149,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
4,-2.800296573065389,0.4794030068312153,10,1.2265256127582718,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
5,-2.8224829466303296,0.4861750076493393,10,1.205494436129393,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
6,-2.8327408652371733,0.45409112711669375,8,1.1799879825570085,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
7,-2.798645774156543,0.5020987137107671,10,1.208453308489211,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
8,-2.8146269888721256,0.4601483548999834,8,1.169306829744692,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
9,-2.8135651080542003,0.47651561356257727,10,1.2228060256881046,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
10,-2.8056387478287714,0.492134011903891,10,1.2031709673697322,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
11,-2.8238508156904327,0.4507166350252549,8,1.1752302039563132,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
12,-2.83347360689184,0.4743614782521348,10,1.2101368465226119,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
13,-2.8489415241279987,0.4375547754915971,8,1.183121696633844,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
14,-2.7971794022693244,0.4867401623507004,10,1.2197895722899252,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
15,-2.837900971673091,0.4512279181322202,8,1.1713642683385859,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
16,-2.8332246899988407,0.4575281164640685,8,1.1678523284749702,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
17,-2.797758182218054,0.5026411777561235,10,1.2005301681321683,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
18,-2.836031443156774,0.4541579035923986,8,1.1751452904541613,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
19,-2.83570471971896,0.4767616663506383,12,1.2560649460301507,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
