,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2,commit_id
0,-3.2067740430518312,0.4369868809860418,16,1.2053390634027847,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
1,-3.204106134018702,0.41543789564365974,12,1.1516136982342287,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
2,-3.2032173780496267,0.44675846931541396,16,1.1996047202885367,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
3,-3.186658117444631,0.4471583483025462,16,1.1992016715009288,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
4,-3.2040824600152558,0.4278893059822932,14,1.1798768150048686,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
5,-3.2361280946999935,0.3915550955964237,12,1.157450140654533,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
6,-3.191198710077282,0.4413296370327685,14,1.1729335185260263,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
7,-3.209662862421613,0.42435941418360523,12,1.1433943562545845,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
8,-3.2032658265858602,0.43331184994345195,14,1.1779331948683396,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
9,-3.2112782970945077,0.40716491922047515,10,1.1176224653763613,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
10,-3.1981197723584014,0.43319034922740735,14,1.1715904023806791,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
11,-3.214476204474192,0.4306280149197924,14,1.175672402610678,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
12,-3.231726794969391,0.40249297014579494,12,1.1523182573279456,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
13,-3.179241440659689,0.44070314552123296,14,1.168077814884542,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
14,-3.2155852925537887,0.42491931915720593,14,1.1753345583334793,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
15,-3.185916186829362,0.4519393735243007,18,1.2296680056889717,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
16,-3.209294058464946,0.43579453702541715,14,1.1711222714659622,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
17,-3.1943611155324816,0.4373349389142978,14,1.1773574698704021,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
18,-3.1967120720324225,0.43001282846836086,14,1.182325646603109,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
19,-3.2062714989856,0.43239486896799206,14,1.1715347128917943,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
