,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2
0,-2.7847482379419928,0.5226759039894815,10.0,1.191671858396098
1,-2.791126379618832,0.5094393866946776,10.0,1.198672639320532
2,-2.790878491648169,0.5314191560715568,12.0,1.2233480052376111
3,-2.7541604185611117,0.566729634510688,14.0,1.2478600845275978
4,-2.787088892467487,0.5608900256052921,16.0,1.27185642189898
5,-2.7780099279116524,0.5495362388396541,16.0,1.2903861144259798
6,-2.772915534035016,0.5548202509027935,12.0,1.2088665977611768
7,-2.8046012496067783,0.5210838820078041,12.0,1.2303352973012571
8,-2.7680531644586974,0.5448647342306084,12.0,1.2192796346847317
9,-2.7966860215509413,0.5411382023056964,14.0,1.2486624869739118
10,-2.7776751526755303,0.5343935258700339,10.0,1.184629069259511
11,-2.796830236883173,0.5094514694976179,10.0,1.1988331357450113
12,-2.7855997515566138,0.5558964717283753,14.0,1.2408629096325996
13,-2.799519673257414,0.5514464637398087,16.0,1.2783360349655022
14,-2.74945200774477,0.5559274151712059,12.0,1.2169833772406164
15,-2.7779079902230115,0.5539395434002923,12.0,1.199661332654326
16,-2.758433593604977,0.5621771758241599,16.0,1.2889110969630482
17,-2.748266463554283,0.5489830303223655,14.0,1.2800093995878052
18,-2.780086613705562,0.5535292870442401,12.0,1.2019317204294364
19,-2.7411338564153676,0.5530514254736931,12.0,1.2208771496934558
