,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2,commit_id
0,-3.167935911231941,0.456773089206715,12,1.1213293070483388,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
1,-3.186285004086064,0.4453313366912768,12,1.1172786963296224,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
2,-3.1789408445185425,0.4432543498392905,12,1.1285490572868633,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
3,-3.1613831151819074,0.4608416254075939,12,1.1172893550865686,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
4,-3.178000775828714,0.44793294990711985,12,1.1207089330504616,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
5,-3.1814268911018373,0.446565391540389,12,1.1242047550347816,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
6,-3.1890191696507553,0.4439177726729622,12,1.1207213653735562,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
7,-3.1781640762702064,0.4531979568715392,12,1.1142563892936252,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
8,-3.1858733157349883,0.44743620696140246,12,1.118629036054718,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
9,-3.1667794459860863,0.4551656112849191,12,1.117703769399947,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
10,-3.156617551912449,0.4644236502512595,12,1.113586432183347,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
11,-3.186144617160674,0.4439544152276571,12,1.1207162198905083,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
12,-3.185370731644258,0.4444877497334761,12,1.1230328612546685,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
13,-3.1791535947371585,0.45294587429163863,12,1.1123910734112412,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
14,-3.1890589928111557,0.4506293951124544,12,1.1143264214537991,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
15,-3.177643383044289,0.44524785055648003,12,1.1246691506459163,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
16,-3.172224754736194,0.4549521362459646,12,1.118449969055324,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
17,-3.183336351241127,0.4495586660225149,12,1.1202487338442346,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
18,-3.178602676781196,0.45574152023051884,12,1.1146338369085411,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
19,-3.1432123594703167,0.4782581690446838,14,1.1423474025170957,f996dcd88d311db1fc35cfa39abe58f0e7d6439d
