,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2
0,-2.947712351225723,0.52075218781968,16,1.2305326102750884
1,-2.9465735571784264,0.528583510263148,16,1.2210663479167825
2,-2.953643195839952,0.511175536791964,14,1.2058839440536853
3,-2.940871065653756,0.5287389154516631,16,1.2245273330853839
4,-2.9157959121680506,0.5374997735073659,16,1.2246613146753427
5,-2.9508076397983056,0.5194560135976666,16,1.2280700529272668
6,-2.965102558222093,0.5096567281526168,14,1.2000417832512633
7,-2.9732338547232957,0.4933274617913804,14,1.2152435707533158
8,-2.959508459206245,0.5065917191279926,14,1.1992532235250881
9,-2.9435363941794286,0.5197220203440632,16,1.2313197857353932
10,-2.943901651864937,0.5134841916352278,14,1.2058284915529407
11,-2.9604440863111146,0.5147987562998219,16,1.2291545180183503
12,-2.9483729070269793,0.5206605260230915,16,1.2331068345230654
13,-2.9663560294760014,0.5061221098136225,14,1.201681792688509
14,-2.9599647257474766,0.5173727136497033,16,1.2302035997382006
15,-2.9607348216097193,0.5182136373038827,16,1.22722736600703
16,-2.973361873353538,0.4928338646060576,14,1.218448250359563
17,-2.9344313894069134,0.5289954740360159,16,1.2296243787734953
18,-2.951915030454224,0.5076123598238272,14,1.2058463634370669
19,-2.9502422804491264,0.5171381073088319,14,1.1978938063973417
