,pl_b1_raw_log_c1,pl_b1_raw_alpha1,pl_b1_raw_b1,pl_b1_raw_alpha2
0,-2.945733191356541,0.6022469596229307,26,1.2333180925723346
1,-2.9480208173118396,0.5980534316836672,24,1.218020288415063
2,-2.9486921752082016,0.6053348863004204,28,1.248766879517886
3,-2.959219348597642,0.5932251852215156,24,1.2182968006372024
4,-2.933834362701869,0.6115068965543311,28,1.2463289817352812
5,-2.9416560964893153,0.6009498432276267,26,1.237616873565806
6,-2.941938671983397,0.6078847767715206,28,1.2466776004821607
7,-2.935534053766502,0.6108030970648637,28,1.2448971655629673
8,-2.944440166326158,0.610275626868062,28,1.2396666639167087
9,-2.9216317956444495,0.6186522101760025,30,1.255425404888941
10,-2.9292668424565624,0.6101597411532237,28,1.24901342741543
11,-2.9360392000321425,0.607737200116375,26,1.22779605736276
12,-2.958956887922141,0.5925814821551187,24,1.2222565313258007
13,-2.928747336632766,0.610701366943658,28,1.2473425698293956
14,-2.9427345102432416,0.6069409720319986,28,1.2486832694183034
15,-2.953193656297981,0.5966781505691501,26,1.2386854858925194
16,-2.9413834870220095,0.606415492831849,26,1.2312014839602103
17,-2.931149525303674,0.6109369319056179,28,1.2445453334375887
18,-2.946178800536168,0.603351906220769,26,1.2294068220207655
19,-2.9587637053943183,0.597842114426652,26,1.2348187564980047
