,meme_logc,meme_alpha,c_sig,c_noise,alpha_sig,alpha_noise,n_stim,d_neurons
0,-0.0011839890269011067,0.9973675497774596,1.0,0.25,1.0,1.0,500,1000
1,0.10311218962378547,1.0208778701489452,1.0,5.0,1.0,1.0,500,1000
