,pl_b0_raw_log_c1_SN_cov_orig,pl_b0_raw_log_c1_SN_cov_aligned,pl_b0_raw_log_c1_SN_cov_ind,pl_b0_raw_alpha1_SN_cov_orig,pl_b0_raw_alpha1_SN_cov_aligned,pl_b0_raw_alpha1_SN_cov_ind,fit_cvpca_w_log_c1_SN_cov_orig,fit_cvpca_w_log_c1_SN_cov_aligned,fit_cvpca_w_log_c1_SN_cov_ind,fit_cvpca_w_alpha1_SN_cov_orig,fit_cvpca_w_alpha1_SN_cov_aligned,fit_cvpca_w_alpha1_SN_cov_ind,commit_id
0,-2.3347220392697663,-2.423516672958689,-2.3882533510093316,0.983917977283471,0.9675531391073866,0.9747187218049593,-3.5526213909952777,-2.6044926060578972,-3.92517547904585,0.7095279493197596,0.8867782519384704,0.6458068706846635,6b88d3682fe77ce8ad15b402197208ca4034cce6
1,-2.3377674741955192,-2.358519651287846,-2.3820283849692077,0.9837266864624705,0.9792559590992513,0.9779762039771532,-3.4968974734190374,-2.6073718160848074,-3.8918821584699996,0.7211980679124427,0.888029958129658,0.650565112944325,6b88d3682fe77ce8ad15b402197208ca4034cce6
2,-2.327031011480216,-2.383554599377285,-2.387405199219618,0.9856863788691883,0.9753861347272994,0.9762105308960476,-3.648368100265526,-2.600521736149496,-3.6850649686425463,0.6936372669193769,0.8884279991227255,0.6913284927408815,6b88d3682fe77ce8ad15b402197208ca4034cce6
3,-2.3431823069026976,-2.3861274643897494,-2.375182720865085,0.9815130613890981,0.9742573558703689,0.9761137001108943,-3.5412788084209104,-2.643706789707838,-3.8616033349145207,0.7132603586455909,0.8801250014343267,0.6600620734872545,6b88d3682fe77ce8ad15b402197208ca4034cce6
4,-2.333108502885087,-2.393989849495218,-2.4020346457200557,0.9857063367084763,0.9742992578456913,0.9702200398258877,-3.708341622866454,-2.6533335001286904,-3.6176144306511917,0.6794097415903647,0.8790641848195517,0.7071899885540859,6b88d3682fe77ce8ad15b402197208ca4034cce6
5,-2.3390721235099075,-2.398097073724691,-2.381927152246783,0.9835899484466838,0.9729344118866521,0.9759122034444779,-3.5967372937205426,-2.6207769652932744,-4.041830773334896,0.702049298459755,0.885105854768999,0.6263509276798495,6b88d3682fe77ce8ad15b402197208ca4034cce6
6,-2.3341186289265172,-2.3902625813397798,-2.383000766489171,0.9853274097114111,0.9743404103917505,0.9750301273437936,-3.6307403476659736,-2.602131778658703,-3.712319401158268,0.6939359297094883,0.8895798061000201,0.6892477988778346,6b88d3682fe77ce8ad15b402197208ca4034cce6
7,-2.3476289186895714,-2.393254348618595,-2.3954523300736934,0.9819802940894089,0.9750516517091066,0.9737539442493158,-3.6717214604941995,-2.6533938684152267,-3.8346169436833804,0.6885887759492425,0.8796889401304083,0.6635768760975288,6b88d3682fe77ce8ad15b402197208ca4034cce6
8,-2.333561912322638,-2.3902526957202683,-2.3828726292884883,0.9856093365626648,0.9730609377806015,0.9759254641040506,-3.5643109716802504,-2.59984656264051,-3.9262705172758148,0.7081543975200854,0.8874760825883643,0.6453133298589199,6b88d3682fe77ce8ad15b402197208ca4034cce6
9,-2.34271594435596,-2.3987513207224906,-2.3984631043316242,0.9824270548887836,0.9719332488378755,0.9731622034529985,-3.5746310745361893,-2.597106814188586,-3.8813698948918183,0.7045943844784671,0.8891148889241217,0.6561184199979219,6b88d3682fe77ce8ad15b402197208ca4034cce6
