,pl_b0_raw_log_c1_SN_cov_orig,pl_b0_raw_log_c1_SN_cov_aligned,pl_b0_raw_log_c1_SN_cov_ind,pl_b0_raw_alpha1_SN_cov_orig,pl_b0_raw_alpha1_SN_cov_aligned,pl_b0_raw_alpha1_SN_cov_ind,fit_cvpca_w_log_c1_SN_cov_orig,fit_cvpca_w_log_c1_SN_cov_aligned,fit_cvpca_w_log_c1_SN_cov_ind,fit_cvpca_w_alpha1_SN_cov_orig,fit_cvpca_w_alpha1_SN_cov_aligned,fit_cvpca_w_alpha1_SN_cov_ind,commit_id
0,-2.3566939018593698,-2.3364528312685118,-2.326397101397131,0.9833527131864331,0.9886620829099952,0.9892417661004925,-3.3640432256052484,-2.6319942702076617,-3.8423903876401897,0.7556415896663347,0.8865480791459037,0.6654598681501374,6b88d3682fe77ce8ad15b402197208ca4034cce6
1,-2.357784363074193,-2.3288911210297827,-2.3280938613784423,0.9835285911241334,0.9897332006883245,0.9898934899173273,-3.2857878771129068,-2.616124984672948,-3.545266854244086,0.7704104958015001,0.8901355019698162,0.7252909952779744,6b88d3682fe77ce8ad15b402197208ca4034cce6
2,-2.3510300734918474,-2.320201468499426,-2.330720661776079,0.9845575470413405,0.991642352019581,0.9892643706939477,-3.3399781843705427,-2.611770332612233,-3.5167238423566674,0.7600356344492579,0.8915105740744949,0.7305092204159674,6b88d3682fe77ce8ad15b402197208ca4034cce6
3,-2.358829101395935,-2.331838054900524,-2.3352058758258556,0.9831744593416896,0.9895909208446036,0.988037853287393,-3.422321058652748,-2.6155455156043983,-3.472498370219383,0.7428442508376799,0.8901391353404622,0.7390527768931732,6b88d3682fe77ce8ad15b402197208ca4034cce6
4,-2.349754310440244,-2.331227646943963,-2.3404958978527897,0.9845088818026565,0.9896905323133917,0.9864926588486038,-3.300416643072162,-2.589321552960522,-3.6078599517032184,0.7674907105459142,0.8958275489652892,0.7140626359054701,6b88d3682fe77ce8ad15b402197208ca4034cce6
5,-2.350028317478546,-2.34130811371699,-2.3360581836620513,0.9841715908604475,0.9869718351561755,0.9874772541340746,-3.3064487824594795,-2.622651914676274,-3.6308692353469363,0.7664330270964129,0.8880447252078554,0.7070594115416683,6b88d3682fe77ce8ad15b402197208ca4034cce6
6,-2.3544072999526464,-2.328101362426201,-2.33294360095237,0.9831533715436158,0.9905002497523027,0.987985189544388,-3.358010925231301,-2.598454522742912,-3.5839992998540686,0.7574913518445683,0.8949074264318476,0.7176354018571807,6b88d3682fe77ce8ad15b402197208ca4034cce6
7,-2.3534496145740778,-2.3192678898478687,-2.3368265302856543,0.9840290585606327,0.9913152848486341,0.9880046685192777,-3.3048833979045575,-2.59256103769178,-3.5210904536239176,0.7666124378707616,0.8945485152520074,0.7297361218906877,6b88d3682fe77ce8ad15b402197208ca4034cce6
8,-2.3488404210987617,-2.3322868025433783,-2.3340691379505825,0.9847008358120984,0.9892782293011199,0.9880109806226526,-3.348492656531571,-2.6028515213009205,-3.5573381102740007,0.7569165539218962,0.8926718326306422,0.7234816000591144,6b88d3682fe77ce8ad15b402197208ca4034cce6
9,-2.3540809893420764,-2.333376008724483,-2.327260990096089,0.9834863068593669,0.9886345691382659,0.9894506777879987,-3.2783447421223055,-2.60772618377269,-3.56322112136401,0.7733314696812104,0.8917023945837099,0.7226544714826709,6b88d3682fe77ce8ad15b402197208ca4034cce6
10,-2.348365716849788,-2.3276762921437477,-2.331026282614281,0.9845069407061267,0.9898556435267537,0.9889767773477486,-3.390478945741879,-2.6010278701076937,-3.8232766067557455,0.7498407132831881,0.8931867947881246,0.6699655070695776,6b88d3682fe77ce8ad15b402197208ca4034cce6
11,-2.361934780472627,-2.340975702188336,-2.3294465988381585,0.9822347627260207,0.9881188612616827,0.9895886213139359,-3.264999184051834,-2.6082213796687914,-3.496058528021058,0.7745881265967576,0.8917931849153204,0.7343498125316852,6b88d3682fe77ce8ad15b402197208ca4034cce6
12,-2.359302584589611,-2.330657954679466,-2.3370287522959132,0.9823234729963944,0.98927681993477,0.9876214522262567,-3.277263970771068,-2.5924377661842137,-4.032290831474041,0.7720086558700002,0.8946946416610871,0.6281437910862734,6b88d3682fe77ce8ad15b402197208ca4034cce6
13,-2.357463639006789,-2.3316161871411776,-2.329810936205741,0.9830508665832068,0.9903980798269063,0.9888156982529556,-3.3464253988567827,-2.609232848479139,-3.5952230853916474,0.7582299411255515,0.8925676378359968,0.7149627435107113,6b88d3682fe77ce8ad15b402197208ca4034cce6
14,-2.354693481578325,-2.334033158810295,-2.3325157348979637,0.9832471005015866,0.9893483479721251,0.9885424875548269,-3.2650607882657265,-2.58798243737605,-3.5374451684600787,0.7749104813301866,0.8959852683002664,0.7274482377076098,6b88d3682fe77ce8ad15b402197208ca4034cce6
15,-2.3586679249382896,-2.3326970664986186,-2.3400387057763044,0.9822230956157024,0.989079392427431,0.9866562116274004,-3.3251392955284955,-2.600943680855007,-3.528622297733945,0.7630826814679632,0.8927402783774389,0.7286123485908693,6b88d3682fe77ce8ad15b402197208ca4034cce6
16,-2.3498868212717565,-2.3313541928935253,-2.320371710074717,0.984212724819899,0.9887391663562333,0.9920028890510945,-3.266255295754368,-2.585101440680027,-3.5321660936184007,0.7746182227101935,0.8955381876284727,0.7277418640303104,6b88d3682fe77ce8ad15b402197208ca4034cce6
17,-2.3512595317407365,-2.328614568112598,-2.326848365011321,0.9842182301350013,0.9894321480569752,0.9901694281870693,-3.408419759064777,-2.605854209267566,-3.6433330587637216,0.7471247799007867,0.8914596193807419,0.7065606261798402,6b88d3682fe77ce8ad15b402197208ca4034cce6
18,-2.3534080152978976,-2.317695629542894,-2.3248056745940002,0.9833587632866736,0.9922201099745616,0.9901267320416575,-3.4056822424837145,-2.578076348887502,-3.5948069004527423,0.7462740325806234,0.8980614566209544,0.7163922942352784,6b88d3682fe77ce8ad15b402197208ca4034cce6
19,-2.3637319133311814,-2.320324287940092,-2.3243296215408145,0.9813171508244588,0.99157526943715,0.9906796421466962,-3.324822783761137,-2.597261360873604,-3.5293710760320973,0.7634443499792352,0.8934851450327337,0.7286350455253544,6b88d3682fe77ce8ad15b402197208ca4034cce6
nm,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20,ms_natimg2800_M170717_MP033_2017-08-20
