,pl_b0_raw_log_c1_SN_cov_orig,pl_b0_raw_log_c1_SN_cov_aligned,pl_b0_raw_log_c1_SN_cov_ind,pl_b0_raw_alpha1_SN_cov_orig,pl_b0_raw_alpha1_SN_cov_aligned,pl_b0_raw_alpha1_SN_cov_ind,fit_cvpca_w_log_c1_SN_cov_orig,fit_cvpca_w_log_c1_SN_cov_aligned,fit_cvpca_w_log_c1_SN_cov_ind,fit_cvpca_w_alpha1_SN_cov_orig,fit_cvpca_w_alpha1_SN_cov_aligned,fit_cvpca_w_alpha1_SN_cov_ind,commit_id,nm
0,-1.9112922486783102,-1.9260879554298351,-1.9137719961203123,1.098173090023679,1.0914562698826082,1.0940023428835774,-3.212153372145797,-2.1730034575387247,-3.138583119183617,0.8032812173686171,1.0029254098451377,0.8237540352922289,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
1,-1.9297151425192214,-1.920952795462608,-1.9138447514005845,1.092814712794879,1.0930285100366395,1.092917906520078,-3.196068746692164,-2.1470727445347313,-3.0916254723891856,0.8056846456200372,1.0079738111558039,0.8311661826123834,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
2,-1.9132134648810772,-1.9179203321182954,-1.9218067634035099,1.095352697203114,1.0926464319477132,1.091298604893476,-3.1051950098771055,-2.1636568421601963,-3.03204740786123,0.8241785806191891,1.0045756115235278,0.843268930733794,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
3,-1.9202674380376084,-1.907820736975609,-1.9231260087300344,1.095438683983305,1.0968663121804347,1.0919126234129182,-3.155102651435015,-2.1699424361189794,-3.1593366569283807,0.8126265767254528,1.006402393854731,0.818955317115884,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
4,-1.917174533432255,-1.9062359097394501,-1.9315708029978338,1.0969332668686766,1.097158740168076,1.0882011394394835,-3.183433887516623,-2.166324439387878,-3.154953096251344,0.8086027638440642,1.0052088131234835,0.818433356903819,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
5,-1.9291320897216948,-1.9249121909573106,-1.9219016335148111,1.092737134589921,1.0917748016943478,1.0906096526536877,-3.339312553495649,-2.161892165019481,-3.3424757704590866,0.778119894983873,1.0038446270228827,0.7821466651076954,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
6,-1.9187308052647178,-1.9109656609076917,-1.9232970075304934,1.0941781363548473,1.0946142859050556,1.0913149441557128,-3.139773845892359,-2.125229688902693,-3.560985612166644,0.8173965313727843,1.014145240799193,0.7394538475977185,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
7,-1.9212247402665825,-1.9057961200343116,-1.9231065359106145,1.0936012309730745,1.0963016346097405,1.0905675035531164,-3.1480815158722155,-2.1574801443741856,-3.0312546787846175,0.8176037584569601,1.0073008696674086,0.842183574776604,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
8,-1.924421364679279,-1.9083147080372937,-1.9243025822656636,1.0946368863831764,1.095455024649484,1.0905893062327043,-3.0140887200658146,-2.145039340169256,-3.3341458493002336,0.842278685700064,1.0093840115441428,0.783838202133999,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
9,-1.922332267761481,-1.9161785943821574,-1.9116714434785462,1.0940982873324525,1.0931397526108413,1.0930407814704035,-3.172536466115413,-2.155246659326222,-3.1462206369514427,0.8106730706069217,1.0053198463271047,0.8217811335345806,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M160825_MP027_2016-12-14
