,pl_b0_raw_log_c1_SN_cov_orig,pl_b0_raw_log_c1_SN_cov_aligned,pl_b0_raw_log_c1_SN_cov_ind,pl_b0_raw_alpha1_SN_cov_orig,pl_b0_raw_alpha1_SN_cov_aligned,pl_b0_raw_alpha1_SN_cov_ind,fit_cvpca_w_log_c1_SN_cov_orig,fit_cvpca_w_log_c1_SN_cov_aligned,fit_cvpca_w_log_c1_SN_cov_ind,fit_cvpca_w_alpha1_SN_cov_orig,fit_cvpca_w_alpha1_SN_cov_aligned,fit_cvpca_w_alpha1_SN_cov_ind,commit_id,nm
0,-2.4590844917627046,-2.446617271408285,-2.4423366975331584,0.9617318170740947,0.9628914237727528,0.9638588840665231,-3.726456964001255,-2.7079753893066525,-3.9651102721756577,0.6829800232264637,0.8650130872457209,0.6450382260012899,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
1,-2.457875414659064,-2.449100965916859,-2.4446103501481202,0.9618069136311811,0.962998446168113,0.963262751715783,-3.8868105651250016,-2.7315048065748444,-3.778825870457667,0.6518393562240098,0.8611929070165752,0.6826172887303722,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
2,-2.449822485966414,-2.432682599341834,-2.4391588802245807,0.9629502510326624,0.9654368346992149,0.964315145980521,-3.9348038592394614,-2.706656176768367,-3.983695725861922,0.6448128340724018,0.8667353315411919,0.6421904867660648,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
3,-2.4529391462596712,-2.4659371372049956,-2.44498316300801,0.9621937905129975,0.9586582919767478,0.9630052171222521,-3.6594176307382,-2.728728903415983,-4.167597305131991,0.6959393269488814,0.8604233404582955,0.6034920339503289,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
4,-2.4633223615948348,-2.452610872019763,-2.4478647992898854,0.9601616504549625,0.9621617178920833,0.96309106802505,-3.810157066093399,-2.781310995346516,-3.8164850268528925,0.6661247653421316,0.8511024197894291,0.6744529057094092,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
5,-2.4626036666431244,-2.4615572614800194,-2.4464341537374117,0.9601277609072365,0.9612341197390114,0.9628572661065637,-3.895402105679513,-2.7196882052692577,-4.045342682895451,0.6486765195525509,0.8636614419710135,0.6296829584909647,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
6,-2.463669630911033,-2.4472946851736577,-2.440438132620995,0.9608242440566673,0.9636723068207821,0.9644462068950513,-3.7561568372733642,-2.7489795554620033,-3.8451973935968287,0.6780892581449988,0.858215837552116,0.6697538733061209,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
7,-2.4433934004292457,-2.448491883604931,-2.437835106063821,0.9644460521192725,0.9640456654149936,0.9640703274751962,-3.7429407998665933,-2.733725884068378,-3.848786766932761,0.6800528517752195,0.8621432381212971,0.6694220888679953,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
8,-2.46055944428789,-2.475136188125047,-2.446620483275614,0.96063058264308,0.957562384372539,0.9624209549422426,-3.9893093350538105,-2.7160930011813615,-3.9399884772041953,0.6318742581017973,0.863083823737638,0.649172634143196,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
9,-2.462328795169039,-2.4639289642425655,-2.4342355742469333,0.9599340987455838,0.9597958436598962,0.9654129084867334,-3.800468387200691,-2.737792325296852,-3.976039980784373,0.6692046164321687,0.8596791574800695,0.644168798415144,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
10,-2.4523746486254296,-2.4449566203875297,-2.4328003229931605,0.9618950011517998,0.964240528408652,0.9659674070954065,-3.7516978424813634,-2.705018608304517,-3.884318945353592,0.6802299657689572,0.8677075058551034,0.6616628469472173,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
11,-2.4543486178416702,-2.4590355214488286,-2.438978336348814,0.9615481709611459,0.9599926526558211,0.9635887865447699,-3.8217805974712507,-2.7092648410634883,-3.6980141305675827,0.663473204279138,0.8653595797050462,0.6974470291627316,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170717_MP034_2017-09-11
