,pl_b0_raw_log_c1_SN_cov_orig,pl_b0_raw_log_c1_SN_cov_aligned,pl_b0_raw_log_c1_SN_cov_ind,pl_b0_raw_alpha1_SN_cov_orig,pl_b0_raw_alpha1_SN_cov_aligned,pl_b0_raw_alpha1_SN_cov_ind,fit_cvpca_w_log_c1_SN_cov_orig,fit_cvpca_w_log_c1_SN_cov_aligned,fit_cvpca_w_log_c1_SN_cov_ind,fit_cvpca_w_alpha1_SN_cov_orig,fit_cvpca_w_alpha1_SN_cov_aligned,fit_cvpca_w_alpha1_SN_cov_ind,commit_id
0,-2.4619705552250006,-2.462784098491501,-2.4436841965277454,0.9590575011005474,0.9602086147387616,0.9637081430324848,-3.656366295441574,-2.7115788889863044,-4.009396091829447,0.6973529280881857,0.8643093573796659,0.6357614481750079,6b88d3682fe77ce8ad15b402197208ca4034cce6
1,-2.4533896314750434,-2.450345599859713,-2.4392169715218017,0.9623399011347797,0.9622356805105241,0.963915869922708,-3.978992554601701,-2.719202769220107,-4.130610102470504,0.6328670779850394,0.8623773198467999,0.6122219445142869,6b88d3682fe77ce8ad15b402197208ca4034cce6
2,-2.4526600945404797,-2.465111220209788,-2.4469219338820203,0.9617308472779366,0.9594789383178933,0.9629566526194726,-4.053625494969899,-2.6901800553706416,-4.014349299196795,0.6192075915398063,0.8677910961107598,0.635345340216949,6b88d3682fe77ce8ad15b402197208ca4034cce6
3,-2.4527932500252954,-2.4467483416717113,-2.4505378025951106,0.9618070768064708,0.9625752294691421,0.9621732046098026,-3.746688960696225,-2.694857398592759,-3.759337700831195,0.6792340341385316,0.8674528746238466,0.6853381508375189,6b88d3682fe77ce8ad15b402197208ca4034cce6
4,-2.4515015789289336,-2.4503715767933225,-2.4499000035596143,0.9629579927387745,0.9622631905173041,0.9620303259251867,-3.737845672718473,-2.699557068346323,-3.730214557540627,0.6814502296745333,0.8677104864211073,0.6914340183487712,6b88d3682fe77ce8ad15b402197208ca4034cce6
5,-2.460874330249144,-2.4540410637736954,-2.4542910548653207,0.9607798509820515,0.9610352028653402,0.9614127512019491,-3.909147012900607,-2.7373433769847746,-4.045323242578455,0.6472835994622271,0.859388532580686,0.6278247038587876,6b88d3682fe77ce8ad15b402197208ca4034cce6
6,-2.454364978943133,-2.433184116548733,-2.4405178217750003,0.961404874668321,0.9652878499563178,0.9640135298433364,-3.8787204445829113,-2.709850915035647,-3.7855297612691183,0.6534283610141292,0.8648403554059123,0.6813663684429294,6b88d3682fe77ce8ad15b402197208ca4034cce6
7,-2.4528084988657195,-2.4507407506803514,-2.4472270861315435,0.9613741326696111,0.9624956751197388,0.9623508817967089,-4.045298225112409,-2.7337737121352177,-3.7065149277611766,0.6211576748557531,0.8595702791465889,0.6953114479612106,6b88d3682fe77ce8ad15b402197208ca4034cce6
8,-2.4567835550350727,-2.43963736154252,-2.445234257635131,0.961399001358601,0.9628326944662926,0.9630350561465172,-3.959145163438516,-2.7139641949936855,-4.118356251957564,0.6367869342102435,0.8628467788458581,0.6130154960087272,6b88d3682fe77ce8ad15b402197208ca4034cce6
9,-2.4701090240799997,-2.452532707753031,-2.4578736930013863,0.9590797098045777,0.9615428075430875,0.9608071361929866,-3.726827403066465,-2.7088222644336573,-3.983707005697754,0.6836893010604083,0.865714666220997,0.6417348820474147,6b88d3682fe77ce8ad15b402197208ca4034cce6
10,-2.4534069459857,-2.456343247310491,-2.4521871997733657,0.9613356630899463,0.9604804712028941,0.9614521462693324,-3.760654094713154,-2.6964795207878467,-3.8802847568262733,0.6774270225598951,0.8675067568446867,0.6622288140035336,6b88d3682fe77ce8ad15b402197208ca4034cce6
11,-2.459152171455939,-2.453021528738745,-2.4573001386801514,0.960973674567627,0.9617493092314601,0.9611032023749085,-3.883706591462861,-2.736403857093655,-4.160550946590587,0.6516913612523733,0.8596571502177331,0.6057339922382492,6b88d3682fe77ce8ad15b402197208ca4034cce6
12,-2.4419952930949953,-2.4496101246536583,-2.447948378326309,0.9648193672828529,0.9623856553959218,0.9625359617055793,-3.6786642460203947,-2.6953540785595327,-3.916340232044952,0.6942626446942182,0.8686779994843102,0.6562378343557481,6b88d3682fe77ce8ad15b402197208ca4034cce6
13,-2.4559296455225224,-2.42863763462616,-2.4452316640981975,0.9611444324933491,0.9654377609367134,0.9639622692302744,-3.8159133286864586,-2.698986605582798,-3.9776835841677496,0.6659209576565895,0.8671331254752804,0.6415369614198546,6b88d3682fe77ce8ad15b402197208ca4034cce6
14,-2.4543617019753907,-2.449444235796804,-2.440158524258054,0.9620888489576973,0.9629735734769278,0.9637408766256912,-3.704523003264407,-2.7290685019857275,-3.883851316806734,0.6887214972305014,0.8608528811347557,0.6611774715779245,6b88d3682fe77ce8ad15b402197208ca4034cce6
15,-2.4591143097801127,-2.450007646825956,-2.4356876817308306,0.9608330447883484,0.962394134227889,0.9645839974219762,-3.779668975848894,-2.6903498282706924,-3.9297246340917953,0.6735181020252637,0.8687762609897344,0.6507519148543017,6b88d3682fe77ce8ad15b402197208ca4034cce6
16,-2.4531584511290516,-2.469568676974087,-2.4424940543405596,0.9626333244833823,0.9591319830639343,0.9639728199880767,-3.96993813533741,-2.6979923502062837,-3.9031735731263706,0.6348480938255013,0.8666334634683018,0.6566471338419702,6b88d3682fe77ce8ad15b402197208ca4034cce6
17,-2.4653995325695766,-2.463746108130553,-2.4443650136989477,0.9603346011048811,0.9594620505053268,0.9639302757476117,-3.818898043155822,-2.7311192489727922,-4.201296453068455,0.6642976166426948,0.8605731366950221,0.5953841850290601,6b88d3682fe77ce8ad15b402197208ca4034cce6
18,-2.4568800249237044,-2.446464692331053,-2.4509556195689375,0.9616338957242826,0.9631666161327895,0.9628801893479902,-4.089979095182222,-2.7387837269787707,-3.9962687361451668,0.6106794300656669,0.8587084950512063,0.6368230373884655,6b88d3682fe77ce8ad15b402197208ca4034cce6
19,-2.4565289222405964,-2.451540656220966,-2.441700260023031,0.9617200625992574,0.961760971823037,0.9642555756647072,-3.739210776726427,-2.7014932036551347,-4.059181141967144,0.6814718670117451,0.8663243672420243,0.6259025377584612,6b88d3682fe77ce8ad15b402197208ca4034cce6
nm,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11,ms_natimg2800_M170717_MP034_2017-09-11
