,pl_b0_raw_log_c1_SN_cov_orig,pl_b0_raw_log_c1_SN_cov_aligned,pl_b0_raw_log_c1_SN_cov_ind,pl_b0_raw_alpha1_SN_cov_orig,pl_b0_raw_alpha1_SN_cov_aligned,pl_b0_raw_alpha1_SN_cov_ind,fit_cvpca_w_log_c1_SN_cov_orig,fit_cvpca_w_log_c1_SN_cov_aligned,fit_cvpca_w_log_c1_SN_cov_ind,fit_cvpca_w_alpha1_SN_cov_orig,fit_cvpca_w_alpha1_SN_cov_aligned,fit_cvpca_w_alpha1_SN_cov_ind,commit_id
0,-1.9030894174602266,-1.9057692813295357,-1.9262873484263967,1.0976890829561596,1.0958966062681852,1.0917055799199655,-3.463166640892172,-2.157142975338484,-3.2754732704850933,0.7544977431469315,1.007199642064942,0.794363058798138,6b88d3682fe77ce8ad15b402197208ca4034cce6
1,-1.8957276592433174,-1.9199518910453697,-1.9309458595121902,1.099708029221959,1.0941984956536541,1.0904867091321209,-3.051546667634017,-2.193823698394322,-3.5321120913614337,0.8359501631276577,1.0012318468755668,0.7452536232134322,6b88d3682fe77ce8ad15b402197208ca4034cce6
2,-1.8897871019801569,-1.9045049105342877,-1.931274801635757,1.1009995298529491,1.09730133119901,1.0913119229954793,-3.201317367599145,-2.1777076271346796,-3.1798186285157004,0.805238014529309,1.004710202455078,0.813070406553627,6b88d3682fe77ce8ad15b402197208ca4034cce6
3,-1.8892042379644212,-1.9132901899569643,-1.931215410921267,1.1014209008546234,1.0954334823658403,1.0912084268590738,-3.258614015992348,-2.2006668888112015,-3.617924181235479,0.7930218207606464,1.0004254830662374,0.7279612664697559,6b88d3682fe77ce8ad15b402197208ca4034cce6
4,-1.8817621575402124,-1.8950851178291155,-1.931087831421847,1.102447263884511,1.0989072426082485,1.091674279622841,-3.1108992982807218,-2.2406553648668575,-3.2043012288731534,0.8237617684790618,0.9907614221255941,0.8111237038210611,6b88d3682fe77ce8ad15b402197208ca4034cce6
5,-1.9086394131108246,-1.906606640478598,-1.9267919383243204,1.0960034707266042,1.0963142501718945,1.0911791525304628,-3.345453574008641,-2.2076609318871494,-3.420020197609215,0.7777821650949575,0.9974066452398314,0.7661809472622769,6b88d3682fe77ce8ad15b402197208ca4034cce6
6,-1.8964446055593314,-1.8847182222182417,-1.9431490970018708,1.0979464622784285,1.100930865230933,1.0864454291818313,-3.1980456806283644,-2.163064244147247,-3.4681294659297373,0.8058293336135786,1.0084719118834036,0.7585730674771289,6b88d3682fe77ce8ad15b402197208ca4034cce6
7,-1.899642360374812,-1.905752659724427,-1.921699125366047,1.097391443302576,1.0969823373953689,1.0935092329752816,-3.141892243738828,-2.207277065085841,-3.7967654171713363,0.8172778226158347,0.9976165543066503,0.6916384192398041,6b88d3682fe77ce8ad15b402197208ca4034cce6
8,-1.9080918722396736,-1.9044803323866304,-1.9279284518231745,1.0947881910705355,1.0971233340735507,1.0919060350656498,-3.319088483823421,-2.1796848611561566,-3.229648914355543,0.7814356112327404,1.004351428207302,0.8061651187770805,6b88d3682fe77ce8ad15b402197208ca4034cce6
9,-1.8905891493181066,-1.8956474782363248,-1.9222923461743209,1.100539980233821,1.0986577052613227,1.0933412452326776,-3.452518606663073,-2.1808547489464027,-3.113554957475351,0.7549029181522547,1.0020054734677648,0.8280607339685516,6b88d3682fe77ce8ad15b402197208ca4034cce6
10,-1.8977188868326433,-1.8810501971629314,-1.928562652005983,1.098638894095741,1.1013080879355939,1.091446602243878,-3.1942414865868476,-2.1977119865853023,-3.4947056967257586,0.8064921544720909,1.00139725338432,0.7533125006193854,6b88d3682fe77ce8ad15b402197208ca4034cce6
11,-1.8987405092060028,-1.8921113846616977,-1.9313682569195922,1.098795959316891,1.0988331267580038,1.0916196810717793,-3.07003732553032,-2.1912562471494783,-3.5593162738950554,0.8313219168203414,1.0003823647260046,0.7413183945371384,6b88d3682fe77ce8ad15b402197208ca4034cce6
12,-1.8960388520806442,-1.9120921223433118,-1.913509659893753,1.0977901292128673,1.0948310534150318,1.0940882001316279,-3.2620180351239023,-2.1815475307809056,-3.4243816322591862,0.7927568772244975,1.0019288897459897,0.764683557422645,6b88d3682fe77ce8ad15b402197208ca4034cce6
13,-1.8971395680960108,-1.9088977067767934,-1.9139176849837323,1.097768092027101,1.096622661735963,1.0963360207900443,-3.464769857056405,-2.222228384452871,-3.2631419956304892,0.7534008113206583,0.995336554346085,0.7987243146578448,6b88d3682fe77ce8ad15b402197208ca4034cce6
14,-1.9061569133872402,-1.8837599244785181,-1.9230115586558112,1.0968634670250967,1.1021079382665264,1.0942180631819856,-3.231662536555699,-2.1943875566882918,-3.1082530162074433,0.7978455048878432,1.0026267265227053,0.8302449708221075,6b88d3682fe77ce8ad15b402197208ca4034cce6
15,-1.887913606674946,-1.899237788427066,-1.9273933513006334,1.1006915119265632,1.0977825517396693,1.090253242835675,-3.160391115456893,-2.1548228032895254,-3.1528630920527116,0.8134162652201322,1.0083359618302041,0.8207197284265003,6b88d3682fe77ce8ad15b402197208ca4034cce6
16,-1.9073277819975338,-1.905663049993643,-1.9244230269113671,1.0955157236522626,1.0970206331415733,1.0924537777579486,-3.138128050412076,-2.191513403366041,-3.406789056883605,0.8171235857998264,1.0010034557351315,0.770403939943937,6b88d3682fe77ce8ad15b402197208ca4034cce6
17,-1.889801916879731,-1.8980695195077046,-1.9267448355537646,1.100709125843247,1.0974348204997608,1.0917630835623808,-3.1942498732853553,-2.184994735918414,-3.1945297294307506,0.8059253286274038,1.0034524719353632,0.8134997999504691,6b88d3682fe77ce8ad15b402197208ca4034cce6
18,-1.9077364260081795,-1.9106490679462365,-1.9084083159764709,1.0968850370948149,1.0961768066754494,1.096874818867207,-3.326245336092238,-2.2043097678911314,-3.244725392361014,0.7805823815736574,0.997651387834688,0.8021026681035462,6b88d3682fe77ce8ad15b402197208ca4034cce6
19,-1.904120275404958,-1.8997269487958726,-1.9286980479772122,1.0958606541674687,1.0977572534509992,1.0923629492331535,-3.2368791472553093,-2.197070747131206,-3.737332279445825,0.7980147123898053,0.9991237106044295,0.7049639205952503,6b88d3682fe77ce8ad15b402197208ca4034cce6
