,pl_b0_raw_log_c1_SN_cov_orig,pl_b0_raw_log_c1_SN_cov_aligned,pl_b0_raw_log_c1_SN_cov_ind,pl_b0_raw_alpha1_SN_cov_orig,pl_b0_raw_alpha1_SN_cov_aligned,pl_b0_raw_alpha1_SN_cov_ind,fit_cvpca_w_log_c1_SN_cov_orig,fit_cvpca_w_log_c1_SN_cov_aligned,fit_cvpca_w_log_c1_SN_cov_ind,fit_cvpca_w_alpha1_SN_cov_orig,fit_cvpca_w_alpha1_SN_cov_aligned,fit_cvpca_w_alpha1_SN_cov_ind,commit_id,nm
0,-2.177402504251668,-2.1757873293733594,-2.128309422483256,1.0243543058941749,1.0203246960540118,1.0350905574015816,-3.508278461136736,-2.377864011013915,-4.406634385337101,0.7225539916440283,0.9429349778444338,0.559457193467962,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
1,-2.1615473323575736,-2.136649901950859,-2.116717163123058,1.026784241889055,1.0296290567318374,1.0388831541211958,-3.4286006219851997,-2.3519195014610914,-4.907740954254511,0.7390225091915985,0.9512424245173773,0.45773375217039924,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
2,-2.177055780409865,-2.161485613913539,-2.1288390205126357,1.022522900327076,1.024141800118832,1.0322301776464313,-3.409403108408701,-2.411764874460139,-3.8483354899413595,0.7415019840427413,0.9365361188993971,0.6667485361006696,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
3,-2.151368483562553,-2.150754855966592,-2.125664251030133,1.0290871665513601,1.0267936688159207,1.035980048945891,-3.5463748875188816,-2.362088192778964,-3.954814768923159,0.7136577069829461,0.9496454991571232,0.6453995956969365,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
4,-2.16363993495179,-2.1757585699950455,-2.1169353953018377,1.0253797317596536,1.0234148067516253,1.0368583521091461,-3.5279196653778206,-2.3357244660266416,-3.7865432226542755,0.7177886846695875,0.9552353298753544,0.680097715159055,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
5,-2.1427155572249164,-2.135243933661311,-2.1132417592419883,1.030295819384564,1.030868861753813,1.0381453918833046,-3.5637467351830363,-2.4107294338815706,-4.091662688750448,0.7110391581584506,0.9399424955444297,0.6218243537390951,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
6,-2.1662762645831974,-2.1547538767602235,-2.1156768995765516,1.0284335375004412,1.027620163133522,1.0387910101198399,-3.3748617963814507,-2.4384428813606114,-3.6877229301215957,0.7500926499366485,0.9345984868067353,0.6983009673290751,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
7,-2.1633715713270907,-2.1607482285202,-2.10866971357769,1.0265077385658672,1.0257700551584485,1.0405048966028496,-3.4043558182186575,-2.3771892206885874,-4.072739572576717,0.7428127540431484,0.9453241226248384,0.6250613005737021,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
8,-2.1495564492398076,-2.1949153577684486,-2.1270956258294405,1.0300755992359814,1.0169574944175224,1.0342550727671416,-3.5094522589343167,-2.3606733105174253,-3.7090085408625315,0.7223489340405804,0.9477054958729072,0.6977386040035343,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
9,-2.172040292709137,-2.1438075311797116,-2.1361387603486524,1.0233044602081176,1.0286805750740298,1.0307849092911896,-3.6289049177092445,-2.3727793116223026,-3.91201264844257,0.6999690055977733,0.948365201418001,0.6598108063451544,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-08-07
