,pl_b0_raw_log_c1_SN_cov_orig,pl_b0_raw_log_c1_SN_cov_aligned,pl_b0_raw_log_c1_SN_cov_ind,pl_b0_raw_alpha1_SN_cov_orig,pl_b0_raw_alpha1_SN_cov_aligned,pl_b0_raw_alpha1_SN_cov_ind,fit_cvpca_w_log_c1_SN_cov_orig,fit_cvpca_w_log_c1_SN_cov_aligned,fit_cvpca_w_log_c1_SN_cov_ind,fit_cvpca_w_alpha1_SN_cov_orig,fit_cvpca_w_alpha1_SN_cov_aligned,fit_cvpca_w_alpha1_SN_cov_ind,commit_id,nm
0,-2.3652323990049138,-2.3831354551963053,-2.3643122368366942,0.9774838382724186,0.975702960957379,0.9778343836854047,-3.4144956962951327,-2.6357277332291535,-4.2213983065472656,0.7368300089228896,0.8815057522716723,0.5841563894221633,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
1,-2.3638042759605438,-2.401947730986695,-2.3822943108697983,0.9788030960100972,0.9715359619256991,0.9755342205761054,-3.3761470665559545,-2.6221419939215234,-4.05874009410019,0.7436328241600795,0.884134396729377,0.6177884403967353,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
2,-2.370197399724486,-2.3804705251597342,-2.3764951522185433,0.9781840036266877,0.9750593006400389,0.9776093646662428,-3.480227110368975,-2.6518695942626676,-4.1545701274193885,0.7249896948042589,0.8780304598011573,0.5994076770663066,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
3,-2.3518283760693146,-2.3782476580515235,-2.3755929803854903,0.9820386044815527,0.9748050711438065,0.9764211195632394,-3.7237008884606757,-2.6150066205306235,-4.002755898587895,0.6750962345446021,0.8865587822734288,0.6295552255781607,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
4,-2.3575074959788958,-2.386791984272538,-2.3674849852237605,0.9802620605080654,0.976445415981191,0.9791367138351571,-3.488118459544204,-2.6633569486835387,-3.78697882551354,0.7222372757437143,0.8782679634102963,0.6703830183362862,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
5,-2.3730210928401076,-2.385049123243431,-2.3716849563232434,0.9770970601542043,0.9745971075811178,0.9765358519991783,-3.4475844850233415,-2.6473153931863282,-4.592931625566245,0.7298251274701282,0.8773756852569582,0.5115210460535303,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
6,-2.3720647925671954,-2.3876039828463953,-2.3714581598386917,0.9766118725332291,0.975351394400144,0.9794019236490854,-3.401669278826124,-2.649911927508249,-4.249580711340389,0.740144406709565,0.8799926137853611,0.5800567295330016,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
7,-2.3677464464900595,-2.3881475968657186,-2.3807475062165997,0.9774014047633223,0.9762609580293611,0.9784882541065116,-3.4842877523983105,-2.6854288939392315,-3.960813123989507,0.722438559710314,0.8723621106296704,0.6377838315283985,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
8,-2.369151099810339,-2.394186196489356,-2.3722881286666864,0.9758021491210334,0.9723669627239833,0.9778650063271696,-3.38355978343261,-2.6901583710575316,-3.9719214051531258,0.7420825634704665,0.8695073140559467,0.6333912950918247,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
9,-2.367833080055896,-2.360083875849562,-2.364807716930136,0.9809926901106625,0.9798860611111255,0.9794907833689093,-3.4837602692963014,-2.649474675385081,-3.8060477966968436,0.7243289809334736,0.8807830137410666,0.6666372340115174,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
10,-2.35416793081439,-2.3694122959407946,-2.373022214402293,0.980634032906346,0.9790819899526338,0.9768036890863051,-3.2661857972960364,-2.6223444005584295,-3.8607966062438286,0.7648378934660792,0.8869939661102301,0.6571289152784825,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
11,-2.363183419012458,-2.3843732814851455,-2.3761972260469695,0.9790011005186595,0.9757006795932822,0.9781401502411381,-3.4802335765000105,-2.659380573242756,-4.0108309295032845,0.7245551720314303,0.8778871742756932,0.6267516491917108,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
12,-2.36430946563705,-2.3889756105048754,-2.3808601096260387,0.9791220016770183,0.9733265656782957,0.9742162785502552,-3.5680865787090914,-2.6305762609358867,-3.894489747760982,0.7049796692663776,0.8808670528505489,0.6530365780994086,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
13,-2.367396995609561,-2.396610929749276,-2.3794382351360115,0.978767099031304,0.974979068336919,0.9761118809561968,-3.4997190250021286,-2.643390461152196,-3.837145469208761,0.721557261950905,0.8822276036886815,0.664716626406563,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
14,-2.372684696715825,-2.3970506441231603,-2.367448742053218,0.9758802272403697,0.9726733843387245,0.9778540877375603,-3.4199822142290652,-2.6412890087507876,-4.168525920119836,0.7355705172660455,0.8800434122674629,0.5964894289618262,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
15,-2.365783675247614,-2.3593496345174216,-2.3793617479565916,0.9784154585537934,0.9801222210655245,0.9774529781340021,-3.4050081919901376,-2.6558261744138423,-4.03866428235513,0.7387981302982243,0.8795940703942832,0.6236596211300848,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
16,-2.347698681713038,-2.3733721848062004,-2.3637772491714024,0.9830708690200042,0.9764929020157692,0.9792362569284779,-3.441100555263045,-2.6346480861207358,-4.261960323362245,0.7305383999517377,0.8820351219922014,0.5789690259920124,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
17,-2.366769280671464,-2.424194668416077,-2.3709080778727363,0.9776638103539751,0.9677322775075736,0.9788048228456727,-3.5021006418901943,-2.6715386401126326,-4.324818914409919,0.7193675323974458,0.8726416798750541,0.5650388007914159,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
18,-2.342820955050156,-2.375983992244945,-2.36651358428844,0.9832413622009497,0.9773247332640659,0.9794446841230899,-3.53396496032956,-2.6527820230250097,-3.859283125569409,0.7104784450533848,0.8799380600214257,0.6583337259235311,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
19,-2.3627220013475796,-2.396930148552414,-2.35884593363458,0.978103342858795,0.9718773648461285,0.9821082566560901,-3.5365344972139954,-2.685249430284178,-4.2661825445629935,0.7119870796236539,0.870550166195755,0.5746897151460081,1cd6843a137cc2e4360134903b5377139ba06b83,ms_natimg2800_M170714_MP032_2017-09-14
